user_id,/features/mobile,/,/about,/features/web,/tutorial/intro,/tutorial/step-one,/signup,/features,/tutorial/step-two,/features/desktop,/tutorial/step-three,/pricing,/tutorial/step-four,/tutorial/end
6233,,20,,20,,,20,,,,,,,
6069,1,1,,1,,,1,2,,,,,,
6436,,2,2,,,,2,,,,,,,
6126,,16,,,,,,,,,,,,
6355,,6,,,,,,,,,,,,
6066,,18,,,11,2,10,,20,20,13,,,
6427,,17,,,17,,2,,,,,,,
6216,7,5,,,12,11,5,,1,,6,,12,16
6142,8,14,,,12,2,6,,,,,,,
6222,,4,,2,6,,19,,,,,,,
6386,18,19,,,10,,6,,,,,,,
6201,,5,,10,6,12,13,,7,,,,,
6149,12,11,,,,,,,,,,,,
6346,,20,,,,,,10,,,,,,
6183,,10,,,,,14,1,,,,12,,
6297,,18,,20,5,13,4,3,3,,10,,17,
6170,,20,,,,,7,,,5,,5,,
6153,,13,,,14,3,1,,1,14,20,,,
6265,,1,,,9,6,3,,13,,1,,16,6
6303,,18,,,,,,,,,,,,
6141,,16,,,,,10,,,18,,,,
6401,,15,,,10,8,16,,15,4,1,,1,16
6329,,13,,,4,10,20,14,18,,16,,4,10
6405,7,10,,,12,6,6,,9,,4,,,
6263,,2,,,11,,5,,,,,,,
6249,,1,,,,,2,1,,1,,,,
6111,,13,6,,9,8,19,,,,,,,
6083,,10,,,,,,,,,,,,
6262,,9,,,19,5,19,,18,5,6,,16,3
6123,,7,16,,3,12,17,,7,,7,,,
6379,,10,,,,,,,,,,,,
6056,,19,,11,4,15,20,,18,,20,,3,16
6433,,20,,17,,,16,,,15,,,,
6173,,12,,,,,6,13,,15,,10,,
6312,,20,,20,9,,12,13,,,,,,
6136,,6,,12,,,12,,,,,,,
6165,,19,,19,,,5,,,3,,,,
6343,6,10,,,1,,19,,,,,,,
6218,1,20,,,14,18,5,,11,,9,,19,
6775,,20,,,,,,,,,,,,
6697,,6,,4,13,4,11,,10,,11,,8,1
6516,,7,,,,,,13,,,,,,
6464,,11,,,15,,17,11,,,,,,
6657,,1,,,15,19,12,9,16,,14,,,
6694,,19,,6,5,,19,,,,,,,
6452,,5,,10,4,3,9,,,,,,,
6700,,14,,,11,18,13,9,9,,7,,9,10
6766,,11,,,18,15,2,,15,3,3,,4,
6851,,10,,,2,6,16,,11,,20,,5,20
6596,1,13,,20,6,17,11,10,3,,3,,15,18
6843,10,10,,,3,,3,,,,,,,
6788,17,20,,,1,20,1,,5,14,5,,,
6877,,16,,,15,7,19,,4,,10,,3,
6862,,15,,12,12,16,12,11,6,,18,,7,
6556,20,1,,15,1,13,7,,17,,19,,5,18
6524,,5,,16,14,18,1,,13,,17,11,1,19
6474,15,12,,,12,18,18,1,10,,20,,17,18
6461,2,1,,,,,2,,,1,,1,,
6847,,17,,,14,,8,,,9,,,,
6688,1,6,,,5,14,3,,10,,3,,20,16
6646,1,20,,,11,9,4,,16,3,20,,11,12
6619,,2,,,,,1,,,,,,,
6733,,4,,,11,20,17,,9,,12,,15,6
6576,,15,5,,15,20,20,,1,,5,,17,15
6663,,7,,,,,9,19,,1,,,,
6761,16,10,,,4,,8,,,,,,,
6613,17,2,,,10,3,3,,20,,18,13,,
6512,,3,,,,,,,,,,,,
6763,4,17,8,,,,6,,,,,,,
6614,10,8,,,,,12,,,,,,,
6803,,12,,,20,13,14,,,,,,,
6536,,6,,,4,7,6,13,,,,9,,
6518,15,8,,,16,15,19,,,,,,,
6643,,3,,,,,,,,,,,,
6480,,6,,,,,,,,,,,,
6630,,11,,,4,4,6,,,,,,,
6451,,10,,10,16,1,8,,14,2,3,,18,6
6712,,9,,17,18,,6,,,6,,,,
6831,15,1,,,10,,20,,,12,,,,
6826,,5,,,19,19,11,,13,,12,13,7,8
6527,,8,,,,,15,,,,,,,
6645,,3,,,,,,,,,,,,
6555,11,3,,,,,,,,,,,,
6681,,1,,,,,,,,,,,,
6453,13,8,,,5,8,10,,3,16,,,,
6582,3,6,,,2,5,1,,2,,10,,2,11
6746,,4,,,,,,,,,,,,
6502,,6,,,16,11,5,,17,,19,,,
6726,1,2,,1,,,1,,,,,,,
6881,,6,,,12,1,7,16,14,19,3,,,
6505,,7,,3,,,,,,,,,,
6647,,10,,,6,13,14,,10,19,5,,3,19
6500,6,16,,10,15,3,14,,2,13,18,,9,13
6796,17,6,,,6,,8,,,,,,,
6816,,1,,,3,2,8,7,17,,14,,1,7
6767,15,4,,,13,1,8,,11,,18,,,
6883,2,4,,,,,13,,,3,,,,
6873,15,1,,,,,17,,,11,,,,
6779,,2,,,,,,1,,,,2,,
6460,,2,,,,,10,,,8,,,,
6698,,20,,,13,,8,,,13,,,,
6768,,12,,17,10,20,16,,2,2,18,17,,
6497,,4,,,5,14,8,,9,,1,8,17,
6772,9,5,,3,12,2,11,6,16,,11,,17,18
6609,3,8,,8,14,15,8,,8,,19,,5,12
6876,,13,,,12,13,17,6,,,,,,
6713,,7,,,8,13,17,,15,,8,,1,
6481,18,12,,,18,13,4,,18,,19,,10,3
6828,,17,,20,1,9,12,,5,,,,,
6570,,4,,,5,7,18,,1,,17,,1,8
6519,,16,,5,,,6,,,,,,,
6595,,12,,16,14,17,19,,19,9,16,,19,
6506,,2,,1,,,2,,,2,,,,
6635,,8,,,6,7,2,9,10,,,,,
6483,,19,,,13,,1,,,,,,,
6760,2,19,,12,12,8,15,,17,6,5,,1,1
6744,7,4,,18,19,4,6,,2,,6,,14,12
6571,,8,,,8,14,20,,20,,6,,,
6507,,9,,,19,2,11,,8,6,4,,11,1
6558,8,2,,,8,,10,12,,19,,,,
6585,,17,,,17,7,5,,4,4,4,,13,
6875,12,12,,,9,14,11,12,7,14,15,,13,1
6450,,10,,,2,12,15,,13,,7,,,
6632,4,11,,,9,8,19,,,18,,,,
6509,,20,,,9,19,2,,,,,,,
6574,4,14,,13,9,11,20,5,9,,,,,
6529,,2,,,,,2,,,,,,,
6592,,19,,,14,12,19,,9,,18,,19,16
6777,8,6,,,15,3,18,,14,,1,,5,3
6819,,9,,,,,,,,,,,,
6764,5,3,,,10,13,10,18,4,11,15,11,8,
6542,,7,,,,,,,,,,,,
6517,,9,,,11,20,12,,8,11,,,,
6714,,3,13,18,,,10,,,,,18,,
6602,7,8,,,11,18,14,,,17,,,,
6815,9,7,,,,,3,,,,,,,
6546,,14,,,5,,7,,,,,,,
6493,13,3,,6,12,14,1,,17,,,8,,
6720,15,13,,10,10,4,4,20,15,3,16,15,12,2
6696,19,16,,,,,15,,,,,,,
6448,5,14,,,19,17,7,20,14,,17,,,
6565,3,20,,12,5,14,10,,6,,3,2,11,10
6553,,1,,,18,10,8,11,,,,,,
6487,,8,,,14,5,18,,18,,3,,14,15
6637,,2,,,11,,2,7,,14,,,,
6799,2,2,,,,,1,,,,,1,,
6858,13,6,,20,,,5,10,,,,,,
6489,17,13,,,7,15,9,,,,,,,
6510,,10,,,,,3,,,2,,,,
6672,,14,,,9,11,17,,1,15,6,1,18,
6624,,3,,17,3,,3,,,17,,,,
6633,,10,,,4,10,3,,2,19,19,,9,1
6802,,2,,1,,,1,,,1,,,,
6482,,5,,10,20,3,11,,19,,9,,15,9
6773,16,16,,,9,8,2,,7,,9,,,
6568,,7,,,,,9,,,,,,,
6753,,7,,,7,2,3,,5,,14,,2,8
6655,,7,,,,,,,,,,,,
6503,13,10,,9,,,12,8,,,,,,
6868,4,10,,,4,12,3,9,13,,,,,
6465,18,16,,,,,,10,,7,,,,
6822,,4,,,11,,3,,,,,13,,
6539,,19,,20,14,19,18,,18,,19,,10,12
6778,,5,,,,,,,,,,,,
6789,,3,,,8,17,19,8,,14,,,,
6601,,13,,,,,,,,,,,,
6771,13,10,,,14,14,5,,2,,3,6,,
6752,,19,,,,,19,15,,12,,,,
6812,4,1,,10,17,20,1,,10,7,,,,
6486,,2,,2,,,1,,,,,,,
6620,20,20,,3,20,,14,,,10,,,,
6678,6,16,,,,,,,,,,,,
6458,10,2,,,8,4,20,16,5,,20,,4,16
6861,,1,,,,,1,,,2,,,,
6650,17,9,,,16,12,16,,14,,,18,,
6499,,16,,,1,11,8,,10,,3,,19,17
6634,,6,,,3,19,3,,3,,7,,16,15
6600,15,11,,,11,2,19,,14,9,12,,5,
6611,4,17,,,16,19,2,,2,,13,,19,11
6834,8,8,,,4,16,12,,10,,9,,10,9
6695,,7,,,16,20,19,,8,5,,,,
6810,,2,,10,19,,7,,,,,,,
6725,2,11,,5,2,4,9,12,,,,,,
6844,18,18,,,5,19,10,,14,,17,,,
6621,,2,,,,,2,,,,,,,
6513,4,12,12,,,,13,4,,,,,,
6660,,13,,,1,11,15,,13,,8,,8,17
6790,,9,,12,3,,9,,,15,,,,
6661,,1,,,,,12,,,,,,,
6625,,3,,,,,,,,,,,,
6490,,5,,,,,,,,,,,,
6616,1,11,,,18,10,12,,,17,,,,
6547,,13,,12,10,13,11,,10,,,,,
6782,,11,,9,17,12,6,,8,,18,,17,8
6549,20,3,,,4,13,18,,20,11,1,,9,3
6830,,15,,,7,19,1,12,,,,,,
6827,,2,,12,13,18,8,10,1,,9,,2,12
6728,18,9,,3,,,,6,,16,,18,,
6756,,6,,,,,,,,,,,,
6856,2,1,,1,,,1,,,,,,,
6842,,6,,,14,18,17,,14,,8,,18,15
6716,10,5,,,2,8,7,,10,,4,,18,
6701,,17,,,5,3,10,,16,,19,,17,15
6738,,15,,,7,16,8,,18,,3,,7,20
6791,,2,2,,,,1,,,1,,,,
6757,,15,,18,17,17,6,13,13,,17,,14,5
6699,1,2,,,,,1,,,,,,,
6494,,7,,20,,,17,,,,,,,
6674,19,18,,5,17,7,13,,1,,5,,,
6884,,6,,,,,6,13,,20,,18,,
6762,11,2,,,,,10,,,,,,,
6837,14,16,,,20,8,18,,,,,,,
6473,,3,,,19,3,18,,3,,12,,,
6854,,5,,,,,15,,,,,17,,
6781,,15,,,6,3,19,10,5,6,2,,17,
6770,,6,,,,,19,,,9,,,,
6659,,4,,8,4,13,17,,17,,2,10,,
6710,,11,,20,18,17,4,,17,,,,,
6514,16,14,,17,5,,2,,,,,,,
6567,,20,,,17,17,19,,6,11,19,,16,3
6627,,15,,,,,7,,,,,5,,
6874,2,2,,,,,1,,,1,,,,
6709,,15,,3,6,13,11,19,,,,,,
6580,,12,,,18,3,4,,18,,,,,
6806,,9,,,14,12,9,,5,,6,,,
6721,15,15,,2,16,11,11,,13,,9,,1,11
6488,,1,,,,,2,,,,,,,
6784,,5,,,,,,,,,,,,
6554,14,12,,18,17,,7,,,,,,,
6638,,2,,,,,,,,,,,,
6515,7,19,,,,,1,,,,,14,,
6706,,3,,,15,15,8,,16,,2,,,
6540,3,3,,19,14,15,3,17,9,,19,,4,4
6508,,4,,9,13,2,14,,5,,1,10,2,14
6787,14,15,,20,11,3,6,,8,,,,,
6820,,9,,,20,8,14,,,,,,,
6449,,17,,2,5,20,2,13,11,8,17,,16,4
6730,15,10,,,10,14,10,,12,,3,,19,13
6608,,8,,5,3,1,15,,17,15,17,,20,12
6848,8,8,,,7,7,18,12,9,10,8,,14,6
6691,,9,,,4,2,3,,15,,16,,17,19
6604,,12,,19,,,11,,,,,,,
6825,,10,,,5,15,12,,20,,7,,4,4
6598,,10,,,,,7,13,,,,,,
6520,,6,,9,7,18,20,,20,,18,,13,8
6879,,10,,12,5,19,6,,19,,3,,14,4
6755,11,7,,,2,4,14,,,19,,,,
6656,1,1,,,,,1,,,,,,,
6504,6,2,,,1,14,10,,,20,,,,
6669,,2,,,12,11,10,19,20,9,2,17,15,15
6780,19,20,,3,1,11,4,,20,,20,,6,5
6776,,12,,,10,8,3,,15,8,17,,14,
6662,,20,,,,,,,,,,,,
6731,,12,,,9,16,7,,12,,6,,8,12
6631,,13,,5,10,3,6,,15,,13,,,
6642,,7,,,,,,,,,,,,
6559,,11,,,,,,,,,,,,
6724,19,3,,,,,12,,,,,,,
6628,12,12,,,16,13,12,8,18,12,10,,20,3
6769,,1,,18,11,15,8,,8,2,18,,9,16
6684,,16,,2,13,2,11,,9,,4,,5,6
6557,11,7,,,11,20,19,,13,5,16,,,
6622,8,5,,8,11,19,13,15,20,,7,,8,19
6813,,1,,1,15,3,2,,14,,,,,
6711,,1,,,,,1,,,,,,,
6636,,9,,,,,,,,,,,,
6552,19,7,,,2,13,14,17,17,19,12,,16,8
6754,,19,,,,,10,,,18,,,,
6591,,18,,9,,,18,,,,,,,
6573,3,3,,2,13,7,6,15,17,2,,,,
6765,,14,,,9,16,12,13,10,,12,,16,
6629,,8,,,,,,15,,,,,,
6532,,8,,,15,,19,17,,1,,,,
6588,,3,,13,,,19,7,,,,,,
6809,,2,,,,,,,,,,,,
6606,,4,,,2,20,5,14,16,,13,,5,8
6689,,1,,,,,2,,,1,,,,
6823,,15,,,2,2,3,,12,3,18,,7,
6783,14,11,,,15,,19,3,,,,,,
6741,,10,,,16,10,11,10,8,,12,,,
6623,2,13,,12,9,2,5,,7,18,10,,18,5
6682,,9,,2,,,9,,,11,,,,
6759,12,13,,,,,,,,,,,,
6618,,6,,,7,20,14,,6,,3,12,8,
6617,2,1,,,,,1,,,1,,,,
6829,,3,,,2,12,9,,1,,14,7,,
6727,,6,,17,,,1,,,,,,,
6723,15,6,,,14,,18,,,,,,,
6687,,6,,,,,,,,,,,,
6526,19,3,,,,,6,,,,,,,
6665,1,2,,,,,1,,,2,,,,
6477,2,1,2,,,,2,,,1,,,,
7133,,15,,,,,,,,,,,,
6888,,2,,2,,,2,,,,,,,
7161,,13,,5,2,12,11,17,16,9,,,,
7061,1,1,2,,,,1,,,,,,,
6890,1,2,,2,,,2,,,,,,,
7153,,13,,,19,10,2,9,19,,,,,
6951,,1,,,,,1,,,,,,,
7191,,2,,,,,,,,,,,,
6905,10,11,,,,,16,,,17,,,,
7009,4,16,,,11,10,4,,4,2,4,,4,20
7028,,7,,9,9,15,19,10,15,13,13,,20,
6916,4,10,,3,7,,2,20,,,,,,
7043,16,12,,,,,5,,,,,,,
6952,,1,,,,,2,,,,,,,
7140,,14,,,19,3,14,,17,13,,,,
6980,13,1,17,,6,7,11,,13,,17,,,
6898,2,2,,,,,1,,,1,,1,,
7048,1,2,,,,,1,2,,,,,,
6903,,14,,20,,,,12,,,,,,
7037,,4,,,,,,11,,,,,,
6999,,16,,,1,5,20,,12,,17,,4,19
7012,,17,,,17,13,2,6,7,,15,,6,20
6973,13,18,,,2,12,4,,16,,18,,13,10
7147,19,10,,,,,3,,,,,,,
6904,5,16,,18,1,11,1,,3,,17,,16,1
7010,1,1,,,,,1,,,1,,,,
7194,,10,,15,1,12,4,,6,,9,13,2,9
6975,,14,,10,14,20,9,,1,,10,,6,7
7078,,10,,5,1,,16,,,,,,,
7131,,9,2,,11,18,3,,16,,16,,4,9
6891,,18,,,11,15,15,,19,11,1,,18,5
7077,,15,,6,3,,8,14,,,,,,
6899,6,17,,,10,16,20,,18,,6,,17,9
7046,,11,,,,,,10,,,,,,
7212,16,3,,12,19,13,1,,8,,4,,19,16
7000,,12,,,5,,5,,,18,,,,
7163,3,5,,,16,13,12,,2,,17,,7,11
6944,,5,,12,16,18,8,,7,,19,,,
7072,20,4,,18,4,11,17,1,18,4,20,,13,
7149,7,8,,,6,9,13,,12,,12,,13,
7193,7,20,,,2,9,6,,2,15,9,,15,4
6994,12,5,,,16,4,14,,8,5,18,,20,
7099,19,11,,1,11,5,19,,1,,18,3,5,9
7074,16,19,,,1,4,9,,9,,,,,
6918,,3,,,,,,,,,,,,
6968,2,7,,,9,,9,,,3,,,,
7189,12,19,,,7,14,11,1,,6,,,,
7152,7,4,,,,,3,,,,,,,
6970,,18,,,5,6,10,,14,,10,,,
7038,8,15,,,,,6,,,,,,,
6956,,2,,,,,,,,,,,,
7045,,19,,12,18,19,5,4,1,,2,,19,
7017,18,13,,,2,12,14,,2,12,6,10,15,13
7018,,4,,,,,,,,,,,,
7101,11,3,,3,,,5,,,,,,,
6933,,10,,2,11,7,7,,17,12,5,,,
7169,,1,,,,,11,,,,,,,
6892,,4,,3,20,11,3,,16,1,,,,
6983,15,9,,19,,,,,,,,12,,
7102,,13,,,4,1,20,,13,,19,,13,2
6889,,2,,13,17,8,9,,17,,20,,12,14
6920,,14,,,,,,,,,,,,
7172,19,6,,,,,,,,,,13,,
7015,,13,,7,,,12,,,,,,,
6938,,5,,,,,20,,,,,,,
7219,,6,,15,20,9,4,16,1,5,,,,
7049,,19,,,10,8,18,,18,,17,,17,
7164,,19,,,,,,,,,,,,
6948,,14,,10,20,7,3,,3,10,7,,16,8
6926,,1,,1,,,2,,,,,2,,
6908,,17,,,3,18,12,,,12,,,,
6986,16,10,,3,9,8,4,,13,,7,,8,4
7092,,3,,,11,16,17,,7,9,2,,5,14
6928,11,14,,8,,,,,,20,,,,
7151,,18,,,14,18,5,,5,,16,,1,16
7021,,17,,17,,,15,,,,,,,
7052,,9,,,7,,3,,,19,,,,
6937,,10,,19,18,3,9,,16,,3,,17,
7085,,15,,,1,6,19,,12,8,12,,1,3
7138,9,5,,20,,,19,,,,,,,
7075,16,13,,,15,19,11,,12,,,,,
6959,,18,,,,,,,,,,,,
7023,13,4,11,,,,11,14,,,,13,,
6907,17,15,2,,20,6,12,,1,,4,,13,9
7173,,2,,1,,,2,,,,,,,
7178,,18,,,9,6,18,,14,5,13,,2,
7167,13,16,,18,14,11,18,,20,,3,,5,14
7005,,8,,15,18,9,17,,6,19,,4,,
7034,4,19,,,2,17,8,18,17,,19,14,15,7
7058,,17,,6,,,19,,,,,,,
7100,1,14,,,,,11,,,,,,,
7031,17,20,,,,,,,,,,,,
7166,,17,,,,,,,,,,,,
6954,12,9,,,18,12,5,,5,,4,,14,6
6940,,8,,,,,,,,,,,,
6912,2,18,,,,,10,,,,,,,
7201,9,14,,,20,10,20,,13,,9,,15,11
7143,4,16,,,14,,9,,,,,,,
7182,,1,,14,18,1,4,,18,,11,,20,2
7019,,9,,,5,1,18,,12,,,,,
7144,,17,,,10,12,17,,16,,6,,8,11
6893,,19,,,,,,9,,,,19,,
6897,,4,,,,,,,,,,,,
7071,,11,,,17,1,12,,12,,,,,
6946,,5,,,7,2,10,3,8,1,8,,1,11
6901,12,9,,14,6,17,11,,6,,,,,
7130,,19,,,,,,,,,,,,
6969,,2,,,,,1,,,,,,,
6887,4,15,,8,17,8,13,,16,,18,,13,13
7176,,20,,,18,16,17,,6,,1,,3,5
7205,2,20,,,3,15,20,,,11,,12,,
7136,,8,,20,19,,10,,,,,,,
7132,7,2,,,,,3,,,,,,,
7059,,14,,,10,11,1,4,,,,,,
6906,,8,,17,,,12,,,,,,,
6965,,1,20,20,,,20,4,,,,4,,
7145,20,16,,,14,,4,18,,2,,,,
7129,,15,,,14,12,9,4,19,15,20,,8,6
7135,,10,10,,16,10,19,17,8,,2,,,
7073,,1,,,,,1,,,,,,,
7197,,16,,17,19,6,10,,9,,3,7,13,
6902,,3,,9,17,6,11,11,19,5,17,,,
7016,,6,,,7,9,2,,,,,,,
6895,,3,,,17,,7,,,,,1,,
7024,1,2,,,,,1,,,1,,,,
6900,,5,,,13,,2,,,,,,,
6987,,13,,16,18,,3,,,,,,,
7120,,7,,6,,,16,,,10,,,,
7118,14,4,,,4,20,5,,4,,19,,11,6
7062,5,11,,13,,,,,,8,,,,
6992,,5,,,17,7,9,,15,,4,,12,5
7156,,8,,,16,,4,1,,,,,,
7006,,2,,1,,,1,1,,,,,,
7066,,17,18,,4,5,16,,2,,5,,19,
7180,,1,,,,,15,18,,,,,,
7002,,6,,,,,,,,,,,,
7108,,6,,18,6,15,19,,18,16,16,,,
6947,,10,11,,6,4,7,7,9,,,,,
6915,,12,,,1,16,17,,20,1,6,,,
7162,,5,,,18,,11,,,13,,,,
7026,,16,,,,,,,,,,,,
7150,,9,,,,,,,,,,,,
7065,,15,,,10,,17,,,,,,,
7165,,9,,3,,,9,8,,,,,,
7206,,15,,16,5,8,16,2,,20,,,,
7033,,3,,,,,,,,,,,,
7114,10,20,,,1,20,16,6,14,18,15,15,18,16
7087,6,9,,,,,,17,,,,,,
7111,9,12,,,,,,20,,,,,,
7014,,18,,18,12,11,8,,20,8,,18,,
6950,12,6,,12,7,12,6,,17,,,,,
6958,13,3,,,,,11,,,1,,,,
7007,,3,,,1,3,14,,17,,11,,,
7056,,2,,,20,2,1,,6,10,19,,14,8
7139,15,5,,16,19,17,1,,14,,8,,10,8
7036,,2,,13,15,6,6,,5,,4,,4,10
7183,20,8,,,16,5,11,,10,11,,18,,
7124,,12,,17,,,20,19,,,,,,
6990,,6,,14,16,2,2,,,,,,,
7044,19,15,,,18,17,7,,7,20,,15,,
7157,9,9,,,4,9,13,,3,2,7,,2,2
6961,,17,,12,16,2,9,,14,,9,,,
7039,6,9,,,10,14,12,,11,,9,,19,6
6909,,1,,,,,1,,,,,,,
7008,9,19,,,19,1,16,,5,,3,,11,12
7032,,2,,2,,,2,,,1,,,,
7154,,1,,,,,,,,,,,,
7146,,19,,,,,,,,,,,,
7029,,2,,1,,,1,2,,2,,,,
6894,,2,,,6,10,9,2,12,14,3,,11,10
7025,,8,,11,,,9,,,,,,,
7086,,16,,,,,1,,,,,14,,
6971,,13,,,15,5,20,,15,,17,,15,17
7158,,4,,16,9,3,12,7,9,,8,,11,15
7112,,1,,,,,,6,,,,,,
7068,16,3,,,4,11,17,,17,3,11,,15,
6919,,12,,9,6,,13,17,,,,,,
7123,,20,,,9,3,11,13,16,,9,,6,4
7184,,14,,,11,4,17,,13,,,,,
7035,8,2,,6,8,8,15,,6,,,,,
7121,,18,,,,,20,10,,,,,,
7022,,2,,1,,,2,,,,,,,
7093,,11,4,,5,,17,,,,,16,,
7047,,2,,1,,,1,,,,,,,
7088,,10,,10,10,16,12,,8,,,,,
7179,17,14,7,3,4,12,18,,4,5,7,,15,
6910,,15,,11,10,8,15,6,9,9,17,,17,19
6993,,20,,,10,,5,,,4,,,,
6943,,6,,,,,,,,,,,,
7137,,6,,,,,,,,,,,,
7170,,9,,,10,18,2,,15,,7,,2,18
7083,,5,,,6,15,10,12,11,19,6,,12,19
6911,,20,,,6,7,1,,4,8,9,,11,
7211,,1,,,,,2,,,1,,,,
6962,1,1,,1,,,2,,,,,,,
7175,,1,,1,7,18,3,,8,,11,,1,17
6930,,10,,,,,,,,,,,,
7215,1,3,,15,20,9,6,,,19,,15,,
7141,7,2,,4,16,,10,10,,,,,,
6957,,9,,,3,13,10,,10,1,,,,
7003,,14,,,8,5,8,,8,,1,2,,
7275,,1,,,,,2,,,,,,,
7394,,6,,4,,,,,,,,,,
7261,,10,,10,10,6,6,,15,,14,,4,3
7270,1,1,,,6,3,16,,17,,,,,
7340,5,15,,,,,12,6,,,,,,
7405,,19,,5,8,19,4,,16,20,10,,15,
7401,3,4,,,4,15,5,,5,19,4,9,6,8
7356,,9,,3,,,,,,17,,,,
7387,17,3,,,20,18,17,20,19,,4,,8,8
7248,20,10,5,,,,2,,,,,,,
7385,,14,,,,,,,,,,,,
7232,,20,,,8,10,18,,11,,12,,13,
7256,,6,,,,,,,,,,,,
7332,,13,,,2,14,5,,20,10,15,,1,13
7265,,10,,,,,,,,,,,,
7343,,2,,13,13,19,20,,7,,10,,,
7268,,14,,,19,16,20,,18,,10,,15,4
7334,,18,,,,,1,,,13,,,,
7336,1,7,,,11,1,19,,15,16,17,,7,8
7263,,11,,,10,,12,2,,,,,,
7375,15,4,4,3,,,11,11,,,,,,
7266,,1,,,1,2,12,,14,10,18,7,20,
7226,8,5,,,11,10,2,1,15,,8,,16,1
7352,,12,,16,14,12,12,,20,,14,,5,17
7284,,10,,,18,11,6,,3,,8,,19,7
7371,,2,,,,,,,,,,,,
7411,15,19,,,13,14,9,11,2,,20,,,
7323,,6,,,6,10,1,,5,,6,20,12,14
7379,9,12,,,20,2,18,,,5,,,,
7397,,2,,,,,,,,2,,2,,
7360,19,18,,,7,15,5,,20,6,20,,7,
7237,,18,,,8,,14,10,,,,,,
7308,2,1,,2,,,8,,,,,,,
7294,,9,,14,7,7,12,,4,17,,,,
7418,,14,,,5,1,17,,20,11,15,,3,11
7225,,8,,10,3,14,2,,11,,16,,17,7
7372,,11,,,12,,11,,,6,,,,
7229,,16,,,1,7,18,,19,,1,,2,17
7264,16,16,,,15,18,17,,18,,12,,7,2
7254,15,17,,17,11,,4,,,,,,,
7280,,8,,,,,,,,14,,,,
7320,3,18,,8,12,9,16,11,16,9,15,,3,7
7269,,7,,,9,7,16,,15,,4,,3,5
7255,,2,,1,,,1,2,,,,,,
7267,15,2,,,,,15,15,,2,,,,
7235,,8,,,1,1,4,,1,5,,,,
7233,,7,,14,,,,,,,,,,
7416,2,2,,2,,,1,,,,,,,
7415,12,16,,10,3,4,1,,13,,17,,,
7250,,2,,,2,2,18,18,7,,8,,7,18
7393,,1,,,,,,,,,,,,
7373,,10,,,5,17,19,,16,,,,,
7234,,17,,2,17,,5,,,15,,,,
7389,19,15,,,14,6,12,17,15,13,9,,14,6
7279,,1,,1,,,2,,,,,,,
7321,,19,,15,18,11,11,,16,,,,,
7335,,8,,8,7,17,2,,18,,7,,,
7309,11,15,,9,3,1,7,,,3,,,,
7297,20,9,,,17,2,2,,,1,,,,
7384,,1,,,9,,15,,,18,,,,
7305,,20,,,2,11,11,,17,,6,2,17,10
7333,2,3,,,12,14,2,,20,17,17,,9,
7251,,2,,,,,,,,,,,,
7421,,12,,,,,,9,,,,,,
7304,,8,,,13,1,18,,1,2,3,,19,17
7347,16,9,,,,,6,,,,,,,
7377,,9,,7,6,4,18,16,4,,15,,13,1
7380,,15,,1,,,8,14,,,,,,
7363,1,2,,,,,2,,,,,,,
7247,,12,,,2,15,9,,8,,,,,
7303,,2,,,7,14,20,,14,,17,,3,15
7399,,1,,,,,,,,,,,,
7239,,9,,4,,,10,5,,18,,,,
7288,12,13,,2,5,11,13,,12,,,,,
7262,12,19,,19,9,15,2,,11,,6,,10,18
7398,2,4,,,6,16,13,,5,17,17,,5,18
7246,,11,,,3,11,14,,16,,11,,,
7319,,4,8,11,3,,7,2,,2,,,,
7362,,10,,6,6,4,11,17,12,,16,,1,3
7260,,1,,1,,,1,,,,,2,,
7390,,19,,19,15,,20,12,,8,,,,
7287,19,13,,5,12,15,9,,11,,6,,19,14
7396,,3,,,1,9,3,,,,,,,
7406,,10,,,9,,9,,,,,,,
7350,,15,,,14,11,9,,7,1,19,,4,12
7241,,2,,,,,,,,,,,,
7365,,19,,10,8,20,16,,16,,10,,14,9
7228,,1,,,,,2,1,,1,,,,
7408,,5,,,16,13,15,,11,,18,,2,16
7257,,2,,,,,1,,,,,2,,
7339,,3,,,11,12,11,,17,,20,,14,3
7278,,16,,,,,,13,,,,,,
7300,,1,,,,,,,,,,,,
7249,11,7,,,20,20,12,8,19,18,11,,2,4
7364,,11,,12,8,,19,19,,,,,,
7293,,13,,,14,8,3,,16,,3,14,,
7274,14,15,,,12,,12,3,,,,,,
7298,13,2,,,,,5,2,,13,,16,,
7349,2,15,,,15,5,9,13,2,13,8,,14,19
7240,,17,,20,9,18,15,,9,,9,,6,
7337,19,10,,,17,12,20,,13,19,16,,9,19
7346,2,6,,8,5,2,2,14,7,,10,,15,15
7409,,8,,3,16,10,13,,3,,4,,20,9
7253,17,5,,,13,15,17,4,20,,,,,
7374,5,17,,,11,9,3,,20,,5,4,13,3
7383,,10,,6,,,,15,,16,,,,
7310,2,2,,2,,,1,,,2,,,,
7391,,11,,,,,,,,,,,,
7369,,14,,,6,10,10,,20,3,17,,20,19
7422,,19,,,10,12,2,10,5,,6,8,11,17
7325,14,20,,,5,16,7,,,10,,,,
7271,,1,,,,,1,,,,,1,,
7259,,13,,,8,5,18,,,3,,,,
7376,,7,,8,,,,13,,,,,,
7301,,2,,,,,2,,,,,2,,
7412,,1,,20,14,7,7,,1,,13,,,
